笔记标题,笔记链接,用户ID,用户名,头像链接,IP属地,笔记发布时间,笔记收藏数量,笔记评论数量,笔记点赞数量,笔记转发数量,笔记内容
不是泉州，是江苏被严重低估的宝藏小城,https://www.xiaohongshu.com/explore/67a215c60000000029026f19?xsec_token=ABFkSZCXnDxKLVDyW9L4I5XMS00IEFZaGdguvvxoto9oE=&xsec_source=pc_feed,60ac4c860000000001008b47,爱玩的豆芽,https://sns-avatar-qc.xhscdn.com/avatar/642c4ab86108b686af506416.jpg,未知,2025.02.04,3866,234,4157,2622,.如果泉州人挤人那这个上海0.5h车程的宝藏小城真的值得去，那就是昆山✅闽南特色建筑✅千年古镇✅.这里既有闽南风格的建筑，又有苏州的韵味古镇，周庄的江南水乡的名气不用说，还有锦溪古镇，千灯古镇，我在昆山呆了几天，探索了一些小众宝藏好去处。.我的2⃣️天1⃣️超详细攻略往下看.🚶「游玩路线」Day1.歇马桥-宝岛又一村-慧聚寺Day2.周庄-锦溪古镇-千灯古镇.🚩「关于景点」1️⃣慧聚寺华东规模Z大的妈祖庙，免费参观。里面真的金碧辉煌，繁复精美，仿佛来到了福建！2️⃣宝岛又一村就在慧聚寺隔壁，很少见的台湾特色的街区。人不多，有各种特色场景，拍照很出片。3️⃣歇马桥一个村落改造的文艺水乡，地方不大，很多咖啡馆，导航“对印茶局”，拍照很出片。4️⃣周庄&千灯古镇&锦溪古镇周庄作为“江南第一水乡”，值得来逛一逛，早上7点前可以免费进。千灯古镇-锦溪古镇，这两个古镇都是免费的，比较质朴，和当地居民区融合在一起，充满人间烟火气息。.#不早起旅行日记[话题]##新年版citywalk[话题]##新年旅行第一站[话题]##反向出门溜溜[话题]##先出发再说[话题]#￼#出发就是最好的计划[话题]##我在家乡当游客[话题]##做一次精神村民[话题]##昆山旅游[话题]##江苏旅游[话题]##小众旅行地[话题]#
“后来，我逢人便说春天的苏州有多浪漫～”🛶,https://www.xiaohongshu.com/explore/67cead2a000000001203cce6?xsec_token=AB9yfgHqo3qkWdLXFgASIyV7CO8MnnHQTR-OqCWMej4-c=&xsec_source=pc_feed,5ba1f6a92fc9220001164d96,琼袅的旅行本本,https://sns-avatar-qc.xhscdn.com/avatar/6314b2d0eadcd300de01496e.jpg,未知,2025.03.10,4380,1100,2.1万,5100,.水声潺潺，橹声悠悠凌霄花、古镇、河道、乌篷船还有那些荡漾在水面的云彩…...春天的江南水乡诗情画意，每一处都是风景🛶这可能会我一辈子都逛不完的好地方哇.山塘街｜桨声灯影，晚霞红透了运河拙政园｜山水萦绕，庭院错落苏州博物馆｜粉墙为纸，石竹为绘，光影为景平江路｜水路并行，河街相邻周庄｜君到姑苏见，人家尽枕河琵琶语评弹馆｜吴侬软语的旧时江南金鸡湖日落｜傍晚时分的城市朦胧如画卷虎丘｜过姑苏不游虎丘，憾事也留园｜白墙黛瓦，疏影横斜，一步一景，移步异景.#红薯旅行家[话题]# #苏州[话题]# #苏州旅行[话题]# #春天就要上春山[话题]# #春景里的中式浪漫[话题]# #浪漫生活的记录者[话题]# #山塘街[话题]# #江南[话题]# #江南水乡[话题]# #江浙沪周边游[话题]#
周庄古镇夜游免门票了,https://www.xiaohongshu.com/explore/68059c66000000001c0370d1?xsec_token=ABUzPA2b4YR0Rp1OOgR4agzcthp2GNNNh8HIQHmrlP1uM=&xsec_source=pc_feed,5b4f38634eacab64f9a7d316,江南竹,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31ckr3liu0c6g4a78v7s67komhqrp2mo,江苏,2025.04.21,29,2,28,16,周庄古镇夜游免门票了，五点后大小门票全免，直接免费畅玩，再推荐车停富贵园停车场，免费停车场，停车费门票都省了，省下的钱冲美食，收费的周庄你觉得坑，免费的周庄是真香！ #周庄古镇门票[话题]# #周庄[话题]# #周庄古镇[话题]# #免门票[话题]#
苏州周庄古镇：时光沉淀的水乡画卷,https://www.xiaohongshu.com/explore/67503213000000000702b077?xsec_token=ABGENfWqKERAbHO2NnnlNCUmpxPX5Vgc1frUGkugtd9gk=&xsec_source=pc_feed,66a5037e000000001d03203c,寄千愁,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo3168s55asio5g5pl50dv7e81sbejtev8,未知,2024.12.06,7,1,10,11,河面上横跨着多座造型各异的古石桥，船只在桥下穿梭，船夫摇着橹，打破了水乡的宁静，也为这幅水墨画卷增添了灵动的气息
苏州旅游超全攻略,https://www.xiaohongshu.com/explore/67d01120000000002902993e?xsec_token=ABbMc7rlp5VteHTCcaOnwVn-rKP2b673uTe6vb5VNZC0M=&xsec_source=pc_feed,5e23d371000000000100100c,废寝不能忘食,https://sns-avatar-qc.xhscdn.com/avatar/61a33f8da996e90580580a20.jpg,未知,2025.03.11,334,6,393,116,3-4月份长沙畅游攻略新鲜出炉～懒人专属行程规划计划踏上长沙之旅的你，这份攻略定要珍藏！-✅出行准备🌷证件:身份证 学生证或其他优惠证件等🌷电器:手机 充电器 耳机 充电宝 照相机等🌷生活用品:洗漱用品 补水 化妆品 等-🔆去周庄的交通：1⃣苏州站北广场汽车站出发，乘坐直达周庄景区的直通车，票价50r，全程1小时；2⃣苏州站乘坐地铁🚇4号线到同里站，转公交725或758路，全程1.5小时；3⃣乘坐地铁🚇1号线到葑门站，换成K515路公交直达 4⃣周庄景区需要门票，100r，可提前购买-#周末去哪儿[话题]# #周末去哪玩[话题]# #苏州[话题]# #苏州旅游[话题]# #苏州旅游攻略[话题]# #苏州园林[话题]# #人文景点分享[话题]# #苏州旅游攻略[话题]# #苏州旅行[话题]#
建筑系学生理论推荐-只此周庄，宋韵重现,https://www.xiaohongshu.com/explore/67ad76f600000000170388c7?xsec_token=ABDrMzoLXh6olJkTW9De3RsdFzC4ZsLwcnpCHpCNZqXcg=&xsec_source=pc_feed,6056750200000000010048d7,Dex 留學作品集,https://sns-avatar-qc.xhscdn.com/avatar/616beb6eb3192d27fd33f8fd.jpg,未知,2025.02.13,132,2,162,23,今天推荐只此周庄（Zhouzhuang theatre），由猜一建筑(Practice on Earth)设计其立面。基地处在敏感的涵构下，保有青瓦坡屋顶、白色山牆的当地传统历史建筑群围绕着剧院，更新动作需要三思而后行才不显得过于张扬怪诞。原建筑的入口是半月状的罗马剧场，而加建的外立面、屋顶灵感来自于「一幕江南」，将剧场布帘形式、隐喻地复盖着既有结构，并将入口稍稍掀起透露着：「好戏在后头。」的语意。双曲铝板屋顶下是50*100的格栅迴廊，搭上了反曲出簷还能留下了宋代建筑语彙的韵味，在多雨的气候下更能期待环境渲染其风貌、形成那天青色下等烟雨的景象。#建筑[话题]#
江南水乡周庄古镇怎么玩？,https://www.xiaohongshu.com/explore/67c85c9b00000000060294c3?xsec_token=ABgqWnhAO9tZtU01GpP6dMOnqbWCAodvzc61t0MJ-UPdM=&xsec_source=pc_feed,5a75232de8ac2b68cd921fc8,倩倩快冲鸭,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30t4dg57ljs004a1879hiq7u8h309cko,未知,2025.03.05,133,5,128,94,这条视频带给你~超完整攻略请查收~
📍周庄古镇一日游攻略✨,https://www.xiaohongshu.com/explore/67d99262000000001b0263de?xsec_token=ABkNkYLZwM_R83QQ9Tfdyq3TUEhyloXz7iS942DVPpsr8=&xsec_source=pc_feed,64dce30c0000000001013354,小诺打卡日记,https://sns-avatar-qc.xhscdn.com/avatar/6708b68e899e8022258f1e89.jpg,未知,2025.03.18,384,12,289,269,"""江南水韵天花板，白墙黛瓦间的千年时光机！""-⏰ 开放时间07:30-21:00｜🌅早7:30前&🌃晚9点后 免费入园（夜猫子&早起党狂喜！）-🚗 交通指南🚗【自驾】江浙沪2h直达！定位富贵园/东庄停车场（免费！不坑游客！）🚄【高铁】昆山南站→打车30min/苏州园区站🚄→公交C10直达-🎫 门票薅羊毛攻略💰成人100元｜学生半价50元🎟️【必码！】提前1天订票减20元！当天买哭晕在双桥-🚩 暴走路线（拿好游客中心地图🗺️不迷路！）🔥经典打卡线：古牌楼➡️古镇照壁➡️箱子王➡️双桥（周庄C位！）➡️逸飞之家➡️古戏台➡️沈万三水冢🌊➡️张厅➡️富安桥➡️沈厅（土豪沈家大院）➡️南湖秋月园➡️迷楼➡️三毛茶楼➡️猫的天空之城➡️阮仪三工作站➡️舟书店➡️周庄博物馆-🚤 摇橹船体验💸万三水上财道💰280/船（6人拼更划算！）💦古镇水巷游💰220/船｜船夫边摇边唱""吴侬软语+水乡小调""！-📸 隐藏玩法1️⃣穿汉服坐手摇船，穿越感MAX！2️⃣三毛茶楼寄明信片，盖周庄专属邮戳3️⃣猫空书店写未来信，把江南烟雨寄给明年的自己-💡【冷知识】周庄60%人家姓沈！遇到""沈万三后人""别惊讶😉-✨ 昼夜攻略🌅清晨：无人古巷+青石板水汽=《雨巷》现实版🌃夜晚：灯笼亮起🏮，坐船看两岸灯火，美到失语！#总要来趟周庄吧[话题]# #江南水乡天花板[话题]# #苏州周边游[话题]#  #周庄古镇[话题]# #苏州旅游[话题]# #自然风光[话题]# #人文景点分享[话题]# #旅游推荐[话题]# #江浙沪周边游[话题]# #周末去哪儿[话题]#"
中国第一水乡，到底是宣传语还是名副其实呢,https://www.xiaohongshu.com/explore/6684ea12000000000a0278b3?xsec_token=ABJBJ_cErtK1fkj79JLzhmInq1I_reSDvtw7ZoldvV2Z8=&xsec_source=pc_feed,62c95789000000001501e015,常觅清,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo314ob6roo0gdg5om9au4lbo0llp8lj60,未知,2024.07.03,52,3,82,20,Tips:入场门票80，景区附近有免费大型停车场。#江南烟雨[话题]# #苏州[话题]# #周庄古镇[话题]# #古镇[话题]#
一定要来一次的江南水乡，周庄古镇！,https://www.xiaohongshu.com/explore/679777140000000029009dc0?xsec_token=ABLOigRhcu0lq_ARiQO6Z145FKAbPsrcVy93WscIjuxo0=&xsec_source=pc_feed,5678d2e403eb84065c1abf3a,王子曰旅游,https://sns-avatar-qc.xhscdn.com/avatar/5ca8a1f7eb334400011ebcca.jpg,未知,2025.01.27,410,37,582,426,江南六大古镇之一，周庄古镇游玩攻略来啦！[飞吻R]看看沈万三的聚宝盆，陈逸飞笔下的双桥，张艺谋相机里的外婆桥吧！[喝奶茶R][喝奶茶R][喝奶茶R]这里是所有中国人水乡梦的起点，是炙手可热的水乡，也是此心安处的故乡～#周庄[话题]# #周庄古镇[话题]# #导游讲解[话题]#  #苏州旅游攻略[话题]# #新年旅行第一站[话题]# #古镇[话题]# #找个古镇来场与世隔绝[话题]# #永远被江南古镇美景折服[话题]#
昆山-周庄古镇 | 江南第一水乡,https://www.xiaohongshu.com/explore/674054a2000000000201a494?xsec_token=ABOqChzyfxDYGrfx7ncWqVMvESCmJmUmvwHaMttExwxmI=&xsec_source=pc_feed,5c877e50000000001100c9e4,及早出发,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31a3eikauncdg5n47fp849if4ru31dg8,未知,2024.11.23,30,3,47,40,周庄古镇是中国江苏省苏州市昆山市境内的一个古镇，也是江南水乡的代表之一。	1. 历史背景：• 周庄的历史可以追溯到公元前6世纪左右，距今已有2500多年的历史。• 周庄在春秋时期⏳是吴国的都城所在地，后来发展成为一个繁荣的商业城镇。• 北宋元祐元年（1086年），周迪公郎在此经农设庄🎋，舍宅庵捐田地建称“泉福”的寺庙，百姓感谢周迪公郎的恩德🍂，改称贞丰里为“周庄”。2. 地理位置：• 周庄位于苏州市昆山市境内，距离上海市约100☀️公里，地处太湖流域，四面环水，是一个典型的江南🏞️水乡古镇。3. 文化特色：• 周庄是中国文化📖和艺术🎨的重要发源地之一，拥有丰富的文化遗产和艺术🎭特色。古镇内有明清时期的民居🏠、庙宇、园林等古建筑和文物。• 周庄还是中国传统手工艺品的重要产地之一，如刺绣🪡、剪纸、陶瓷🫙等。4. 主要景点：• 周庄古镇的主要景点包括沈厅、张厅、双桥、周庄博物馆等。• 双桥由世德桥和永安桥组成，建于明代，是周庄的地标。• 沈厅原名敬业堂，是沈万三后代所建🧱，整个建筑坐东朝西，七进五门楼，每一门楼都有精细🔧的砖雕装饰。5. 旅游信息：• 周庄古镇为国家5A级旅游景区。• 门票信息：进入古镇即收门票100元，包括古镇内沈厅、张厅等15个景点；门票三天有效。• 交通信息：🚗周庄距离苏南硕放国际机场约130公里，驾车约1小时⏰30分钟。乘坐高铁🚄至苏州站或苏州北站，然后转乘公交🚌或地铁🚇到达周庄。周庄古镇以其独特的江南水乡景观和丰富的历史📖文化内涵，被誉为“中国第一水乡”，成为了中外游客👸热门🔥的旅游目的地。﻿#及早出发[话题]#﻿ ﻿#周庄古镇[话题]#﻿ ﻿#小众旅行地[话题]#﻿ ﻿#沈万三[话题]#﻿ ﻿#周庄民宿[话题]#﻿ ﻿#陈逸飞油画[话题]#﻿ ﻿#江南第一水乡[话题]#﻿ ﻿#江浙沪周边游[话题]#﻿ ﻿#周庄旅行攻略[话题]#﻿ ﻿#古镇[话题]#﻿﻿
案例分享｜《只此庄周》剧场立面设计,https://www.xiaohongshu.com/explore/67a95554000000001800c8f4?xsec_token=ABFAxztdz7VjxukotJ4DqdWNrnKxgoj-w12IBzq7B_E9s=&xsec_source=pc_feed,5fa530850000000001005081,小豪设计素材,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31bf9lkvsh0005nt5622g8k41n6vjh60,未知,2025.02.10,16,2,18,2,💫 项目位于江苏昆山市周庄镇全功路，改造后作为周庄镇政府与中国东方演艺集团共同打造的行浸式演出《只此周庄》剧场空间。项目由中国美术学院风景建筑设计研究总院负责EPC设计总包，余丁宗工作室承担项目总设计，而本团队则负责立面的设计与深化工作。✨ 场地与千年古镇的入口仅一步之遥，原是建于2003年后空置的庞大建筑群，曾以酒店与商业综合体为主，其体量、形式与周边民居的差异，成为了本次立面改造时需要处理的首要问题。因项目启动之初便已明确功能，在设计创作时，与导演组、运营方密切的沟通配合亦为必然：不仅需要在立面外化其文化主旨，更需将入场动线、设备进出等实操因素纳入新立面构成的考量。🌟 周庄古镇被称为“中国第一水乡”，是国内开发最早、也是最为成功的水乡风景区之一。“粉墙黛瓦”与“小桥流水”等词汇在此并不停留于文化意向，而是真实扎根的材质与图像。剧场主入口的原貌几乎是一个弧形的罗马剧场，文过饰非般地堆砌传统元素，并不能解决其尺度上的痼疾。若能以简洁的方式顺应其造型从而完成新的历史使命，反而可能是与古为新的从容。🌈来源：谷德网#剧院[话题]##文化建筑[话题]##立面[话题]##表演类建筑[话题]##建筑设计[话题]##改造[话题]##公共空间设计[话题]# #建筑案例[话题]#
以为乌镇已经够江南了，直到我来了周庄,https://www.xiaohongshu.com/explore/6630e29a000000001e031ac1?xsec_token=ABF_FA6pvB6ivS9gvKPTH9evGhv6Q0RH6kMsZKctezUgM=&xsec_source=pc_feed,620f5b18000000000201e6dc,Joy有点库,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31btko6h0gm005ogfbcc0jpms0jge858,未知,2024.04.30,304,98,924,177,"不愧是中国第一水乡这里四面环山因河成镇，傍水而街名副其实的""君到姑苏见，人家尽枕河""游客也比乌镇多更适合慢游～#苏式建筑[话题]# #人文景点分享[话题]# #小众旅游[话题]# #五一怎么办[话题]# #五一出游[话题]# #江南古镇[话题]# #江南水乡[话题]# #古镇[话题]# #笔记灵感[话题]# #旅行[话题]# #苏州打卡[话题]#"
周庄必游的六个景点,https://www.xiaohongshu.com/explore/67ee544b000000000d0177ea?xsec_token=ABWbFED7igYn2QaMZqG1fPxyJfy7eN4M8huj5Mas9plW4=&xsec_source=pc_feed,67e77940000000000e010c34,红燕,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31fjnu8a604005pv7f503i31kjoqugd0,江苏,2025.04.03,9,1,8,16,🖼️周庄旅游攻略：水乡古镇的慢时光	1️⃣周庄简介	❤️周庄，位于江苏省苏州市昆山市，是中国首批历史文化名镇之一，被誉为“中国第一水乡”。古镇四面环水，因河成镇，依水成街，以街为市，完整保存着水乡古镇的风貌和格局。粉墙黛瓦、小桥流水、深宅大院，处处散发着江南水乡的韵味。	2️⃣最佳旅行时间	❣️春秋两季（3-5月，9-11月）： 气候宜人，景色秀丽，是游览周庄的最佳时节。	❣️夏季（6-8月）： 天气炎热，但可以体验水乡的清凉，注意防晒。	❣️冬季（12-2月）： 游客较少，可以享受宁静的古镇氛围，但部分景点可能关闭。	3️⃣交通方式	✈️飞机： 最近的机场是上海虹桥国际机场和浦东国际机场，抵达后可乘坐高铁或大巴前往周庄。	🚄高铁： 乘坐高铁至昆山南站，然后换乘公交或出租车前往周庄。	🚍大巴： 上海、苏州、杭州等城市均有直达周庄的大巴。	🚗自驾： 导航至“周庄古镇”即可，景区有停车场。	4️⃣必游景点	💕双桥（世德桥、永安桥）： 周庄的标志性景点，两桥相连，造型独特。	💕沈厅： 江南富豪沈万三的故居，规模宏大，雕刻精美。	💕张厅： 明代建筑，保存完好，展现了江南水乡大户人家的生活场景。	💕富安桥： 周庄最古老的桥，桥楼合璧，别具一格。	💕迷楼： 曾是南社文人聚会的地方，现为茶馆，可品茶赏景。	💕周庄博物馆： 了解周庄的历史文化。	💕南湖秋月园： 欣赏南湖美景，感受水乡的宁静。	5️⃣特色体验	💞乘船游古镇： 乘坐摇橹船，穿梭于水巷之中，感受水乡的独特魅力。	💞听评弹： 在茶馆里听一曲苏州评弹，感受江南文化的韵味。	💞品尝美食： 万三蹄、阿婆茶、袜底酥、三味圆等特色小吃不容错过。	💞夜游周庄： 夜晚的周庄灯火阑珊，别有一番风味。	6️⃣住宿推荐	💓古镇内： 选择临水的客栈，体验水乡的夜晚。	💓古镇外： 价格相对便宜，选择更多。	7️⃣美食推荐	🍖万三蹄： 周庄最著名的美食，肉质酥烂，肥而不腻。	🍵阿婆茶： 周庄的特色茶点，搭配各种小吃，惬意十足。	🥖袜底酥： 形似袜底，香脆可口。	🥯三味圆： 汤圆的一种，馅料丰富。	#苏式建筑[话题]# #亭台楼阁古色古香[话题]# #既有苏州园林的小桥流水[话题]# #历史文化名镇[话题]# #古色古香建筑[话题]#
凭高铁票🆓游周庄古镇,https://www.xiaohongshu.com/explore/6784c180000000001a01c810?xsec_token=ABXUNMge-Kc77JtWCEoCjdz453zjPsSDyi6YTJfrDuSZA=&xsec_source=pc_feed,63ef7d77000000000f01250f,幸福小孩,https://sns-avatar-qc.xhscdn.com/avatar/66d07c8fc9d260e9846cde6e.jpg,未知,2025.01.13,26,29,43,8,凭到达站🚉为昆山南站/苏州南站的车票免费游玩周庄古镇周六从上海南出发到苏州南全程28分钟抵达打车可以定位在苏州南进站口打20💰不到，十几分钟就可以抵达景区[加油R]景区现在一定要本人身份证+12306已出站信息午饭🥣：烟雨人家：直播间138的双人餐，5个菜一共2个小女孩吃的饱饱的，有非常出名的万三蹄膀很好吃！！🚶景区游玩用时接近3小时，很经典的江南景色，遇到了很多很多只🐱🐱爱猫人狂喜，都超级亲人！免门票值得一去！#上有天堂下有苏杭[话题]# #永远被江南古镇美景折服[话题]# #最美古镇攻略[话题]# #免费游古镇[话题]# #周庄古镇[话题]#
