评论,打分,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
说到上海蟠龙天地的中式生活美学那可真是把老祖宗的优雅和年轻人的潮玩结合得超有感觉比如你逛着逛着前一秒还在明清老宅改建的茶馆里捧着青花瓷杯喝茶下一秒拐个弯就能撞见网红咖啡店玻璃房子外头就是小桥流水[流汗R]最绝的是他们把江南水乡的烟火气玩出了新花样早上去非遗工坊学做蓝印花布中午在蟠龙市集啃着青浦本地阿婆现蒸的定胜糕下午还能带娃去马场骑马晚上直接坐在百年香花桥边看水幕光影秀一天过得像在古镇剧本杀里打卡不同副本[哇R]为啥专门挑蟠龙天地当案例呢就因为它根本不像普通商场啊别的商业项目可能塞满连锁品牌但这里直接把50万平米土地搞成了文化主题乐园本期CM带大家深入了解上海蟠龙天地如何文化焕新呈现极致中式美学[仙女R]上海蟠龙天地项目背景介绍[仙女R]千年蟠龙古镇的历史底蕴[仙女R]历史古镇的现代化再生[仙女R]艺术性装置与现代元素[仙女R]江南非遗与市井文化的复兴[仙女R]活动IP新焺集打造[仙女R]夜间文化消费场景[仙女R]小众品牌与首店经济的聚集地[仙女R]原住民与社区记忆的延续说白了蟠龙天地就像个会赚钱的博物馆让你掏钱消费时还觉得自己在传承文化这波中式美学生意经不服不行,10,"中式生活美学,老祖宗的优雅,年轻人的潮玩,明清老宅改建的茶馆,青花瓷杯,网红咖啡店,小桥流水,江南水乡的烟火气,非遗工坊,蓝印花布,蟠龙市集,定胜糕,马场骑马,百年香花桥,水幕光影秀,古镇剧本杀,文化主题乐园,千年蟠龙古镇的历史底蕴,历史古镇的现代化再生,艺术性装置与现代元素,江南非遗与市井文化的复兴,活动IP新焺集打造,夜间文化消费场景,小众品牌与首店经济的聚集地,原住民与社区记忆的延续",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
挺美一小镇晴天的景很出片,8,"美,小镇,晴天,景,出片",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
剥离了装饰和风格一座建筑会呈现怎样的状态??装饰就是罪恶阿道夫路斯相比于西方过去各种柱式拱券以及中国古代的斗拱脊兽彩画等当下的极简风格建筑充斥着玻璃幕墙极简风格乍一看装饰好像真的变少了但是事实真的是这样吗本篇不妨我们将视角落位到上海蟠龙天地的集絲坊它的设计灵感来源于法国建筑理论家劳吉尔Marc-Antoine Laugier所提出的所有建筑的基础原型都是原始木屋 (primitive hut)这种剥离了装饰与风格的原始木屋建立了人与自然最基本的关系它为人类提供了庇护场所并与自然互相连接这与集絲坊想要传达的理念相契合天然纤维材质是生活与自然的纽带置入式的木屋结构塑造了融合居住与生活的精神空间为产品提供了展示平台那么正在关注此贴的建筑师和正在学设计的你我关于这一话题你有什么看法室内设计如恩设计研究室项目地点上海青浦完成时间2023年4月建筑面积200平方米Woven Moonlight店110平方米集絲坊蟠龙天地店,8,古镇原貌,商业水平不高,童年的梦,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"??Blue Bottle Coffee蓝瓶咖啡创立于 2002 年以只卖出炉不超过 48 小时的咖啡闻名也被誉为咖啡界Apple??自2022年进入中国内地市场后蓝瓶咖啡陆续在上海开设7家正式门店和1家Pop-up Cafe. 作为第三代咖啡浪潮的主导者每家店的设计也都各有特色下面就让我们一起来看看吧1??裕通开业时间2022年??内地首店位于建造于上个世纪20年代的裕通面粉厂高级职工宿舍清水砖墙与格架门窗承载着时代的印记新旧交融焕然一新2??静安嘉里中心开业时间2022年??第二家门店位于繁华的南京西路商圈以石库门建筑为灵感打造建筑中的建筑一共使用了一万三千余块手工烧制的陶土砖3??张园开业时间2022年??第三家门店位于沪上第一名园张园设计师在室内置入一个原始的屋舍作为动线的交汇之处空间的视觉焦点也是咖啡师调制饮品的吧台区域4??蟠龙天地开业时间2023年??蟠龙天地店在旧宅与新居之间构造出传统与现代的层次交叠比照江南留白之美打造出回溯江南文化诗性以及水乡生活的咖啡体验5??前滩开业时间2023年??前滩店的选址位于现代化的建筑空间植栽布满屋顶自然之意从户外延伸至室内在楼宇森林中为顾客带来开放通透亲近自然的咖啡体验6??港汇恒隆广场 pop-up cafe开业时间2023年??该店整体空间配置的灵感来自位于美国旧金山海耶斯谷社区小巷里的创始门店,构造出一个内街的小花园7??浦东机场T2航站楼开业时间2024年??设计师采用了极简的白色来回应机场的纷扰与嘈杂建筑分为两部分上半部用涂料勾勒出表面的细腻肌理下半部则使用了特别定制的手工弧形砖雕琢出弧形吧台以适应场地8??上生新所开业时间2024年??上生新所店以无形屋舍 下的家宅印记为中心邀请访客参与到日常生活之中领略不期而遇的惊喜你最喜欢哪一家呢快来评论区一起聊聊吧[偷笑R]",7,古镇原貌,商业水平不高,童年的梦,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[太阳R]春和景明适合出门溜达                                                    [两颗心R]蟠龙天地是个难得的可以逛可以吃还可以喝茶的地方里面有很多小资小调的服装店奶茶店咖啡店西餐厅里面还有一个花鸟市场pop mart也有店[害羞R]非常适合去躺一下午河边喝喝茶晒晒太阳掏个耳朵聊聊天吃吃饭觉得生活又美好了[偷笑R],9,"春和景明,出门溜达,蟠龙天地,逛,吃,喝茶,小资小调,服装店,奶茶店,咖啡店,西餐厅,花鸟市场,pop mart,躺一下午,河边,喝喝茶,晒晒太阳,掏个耳朵,聊聊天,吃吃饭,生活,美好",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
乘船小码头,5,"乘船,小码头",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
本薯可是来得巧了今天蟠龙天地的吧唧树下好生热闹啊不仅有正式被确诊为安小鸟的鸟妃报道还迎来了一波狗嬛猫嬛蜜袋鼯嬛回宫纷纷开启大型吧唧许愿现场解锁自己的逆风如解意~4.19-4.20上海蟠龙天地高地广场宠物巡游展大型宠物甄嬛传持续上演中欢迎宠物娘娘们来解锁自己的逆风如解意,8,"热闹,宠物巡游展,大型宠物甄嬛传",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"几天的阴雨让今年的樱花季变得格外的短抓住这个周末再去一趟蟠龙天地樱花大道的樱花都开了主街两侧的樱花也都开得正盛有些树枝已经开始冒绿叶横跨河岸的桥上也都装点了春意不时有花船从桥洞中来回花期将晚尽情欣赏吧~??富士XT50 / 1855II f2.8胶片模拟CC颗粒效果弱 小色彩效果弱彩色FX蓝色关白平衡自动动态范围DR400色调曲线H1,S0色彩+3锐度+2清晰度0高ISO降噪0??调色VSCO滤镜A6+10 | 曝光度+0.5 | 对比度-0.5 | 锐化+1.5 | 饱和度+0.8 | 色温+1 | 色调+0.5",8,"樱花, 樱花大道, 主街, 樱花盛开, 绿叶, 桥, 春意, 花船, 花期",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
漾应的火塘蟠龙天地店上海 / 上海实在建筑设计工作室漾应的火塘蟠龙天地店是继南京老门东无锡运河汇之后我们受邀设计的第三家店也是火塘在上海的首店蟠龙天地由瑞安地产开发历经五年打造承载了1400余年的深厚历史也融合了江南水乡与海派文化的独特韵味成为上海的时尚新地标,7,古镇原貌,商业水平不高,童年的梦,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
来了蟠龙天地闲逛???????1小时的地铁值了[doge]江南水乡的味道拉满[暗中观察R][暗中观察R]景色宜人吃的多很惬意??想想??拍照遛娃遛狗也太舒服了[赞R][向右R]位置上海蟠龙天地??导航停车场???地铁17号线蟠龙路2.3口,9,"江南水乡,景色宜人,吃的多,惬意,拍照,遛娃,遛狗,舒服",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
去之后谁说这地方土啊这地方可太好了特别喜欢这里的蓝瓶咖啡p2-4咖啡店所在一栋比较老式的建筑里但空间打通比较开阔角落里摆放着禅意十足的盆景隔着石板小路是一栋新式的沿河小楼去的时候是周二咖啡买一送一??这个季节有樱花季限定活动p7-8桥上的樱花装置很可爱粉嫩得不行超适合拍照还有花船水集到处都是fafa水集就是水边廊亭里的花鸟市场这个市集概念真的很棒穿越到古代的小资生活大概就是这个感觉吧水集清明假期过完就结束了这里引进的餐饮很多是baker & spiceLokal哈根达斯Tims等都市品牌也有一些老字号和高档中餐元古云境皖荟越稽等服装店知名的有maia active蕉内还有买手店别的商店也都很有趣爱丽丝漫游仙境风的瓷器店昆虫&爬行类动物标本店非遗秤砣店自助花店河边小亭子里的开放式花鸟店总之绝对都不白来最喜欢的是这里的软装虽然是古镇但不太种柳树绿化风格更偏现代都市一看就是精心设计过比起古色古香更多了时尚的氛围感灯笼和鱼灯也都不是大红大绿用的是很宋代美学的马卡龙色灯光打得偏暗更像古代用烛火照明的氛围感入夜后也很美,10,"蓝瓶咖啡, 老式建筑, 空间开阔, 禅意盆景, 新式沿河小楼, 咖啡买一送一, 樱花季限定活动, 桥上樱花装置, 花船水集, fafa水集, 花鸟市场, 小资生活, baker & spice, Lokal, 哈根达斯, Tims, 元古云境, 皖荟, 越稽, maia active, 蕉内, 买手店, 爱丽丝漫游仙境风瓷器店, 昆虫&爬行类动物标本店, 非遗秤砣店, 自助花店, 开放式花鸟店, 软装设计, 现代都市风格, 宋代美学, 马卡龙色灯光, 烛火照明氛围感, 入夜美景",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
??花间市过春天3.7-4.20限时绽放??"江南无醉意春风十里香"的浪漫具象化?五大沉浸体验??? 幻梦花船巡游魔都首个水上花瀑秘境?? 3D立体花路千米水岸变身鲜花长廊?? 水坞悠游剧场古桥边的流动花艺展?? 水上灵感市集鲜花/手作/咖啡香气交织?? 萌宠社交场鹦鹉互动+绵羊牧场投喂??小贴士??建议上午10点前到达 承包空镜拍摄??蓝调时刻17:30-18:30花船亮灯绝美??交通攻略??导航蟠龙天地P1或者P5停车场较近??地铁17号线蟠龙路站2号/3号口?推荐时段周末建议早点去上午10点,3,"江南,春风,浪漫,沉浸体验,花船巡游,水上花瀑,3D立体花路,水岸,鲜花长廊,水坞悠游剧场,流动花艺展,水上灵感市集,鲜花,手作,咖啡香气,萌宠社交场,鹦鹉互动,绵羊牧场,蓝调时刻,花船亮灯,蟠龙天地,停车场,地铁17号线,蟠龙路站",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
感觉现在艺术的东西根本没有受众美术馆里很冷清整个蟠龙天地非常的出片最近又增加了中秋的专属装饰晚上亮了灯会更漂亮本次拍摄涉及到夜景镜头选用了适马最新的2470二代以及神牛的860闪光灯,6,"艺术,受众,美术馆,冷清,蟠龙天地,出片,中秋,装饰,亮灯,漂亮,夜景,适马,2470二代,神牛,860闪光灯",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
圣诞假期第一次拜访小巧的一座圣堂,6,"圣诞假期,第一次,拜访,小巧,圣堂",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"上海蟠龙天地是瑞安房地产开发的大型城市改造项目项目以文化唤醒自然融合城市焕新""为核心理念匠筑上海前门院江南新天地打造一张面向世界的江南文化名片项目总占地面积752亩规划三大功能空间包含约23万方公共公园绿地-蟠龙公园约5万方水乡古镇商业蟠龙天地以及约25万方摩登江南人居范本-蟠龙国际住区Studio Su 担任蟠龙天地导向标识系统的设计顾问工作Located at Hongqiao Central Business District, Shanghai, Panlong Tiandi is an urban retreat destination developed by Shui On Group that integrates commercial, residence, hotel & green space. Evolving the XINTIANDI brand, Panlong Tiandi has a master-planning community of more than 500,000 sqm, including a 53,000 sqm commercial space and a 230,000 sqm green & public space. It will build a new XINTIANDI surrounded by green parks celebrating urban retreat concept.",7,"文化唤醒,自然融合,城市焕新,上海前门院,江南新天地,江南文化,蟠龙公园,水乡古镇商业,摩登江南人居范本",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
湖中映月桥边花月夜色下格外迷人,9,"湖中映月,桥边花,月夜色,格外迷人",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
上海人都给我去过年足不出沪我选择来蟠龙天地逛gai看鱼灯人流量不大不用门票??就可以看美美的灯会啦晚上超美我这次主要拍了烟雨长街北市街戏台广场全部逛下来游玩时间需要3小时惠山古镇人多到走不动在上海也能吃好逛好MUMO复兴面馆元古云境等等购物???美食??选择超多而且过年??(注意营业时间?营业时间10:00-22:00??地址地铁17号线蟠龙路站出站步行600米,1,"人流量不大,不用门票,美美的灯会,晚上超美,烟雨长街,北市街,戏台广场,游玩时间需要3小时,购物,美食,选择超多,过年",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
位置:蟠龙水集交通:17号线2号口镜头:35gm,6,"位置,交通,镜头",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
??上海市区常去的古镇七宝太小召稼楼在翻新新场风光又不太秀丽唯独这个人造古镇蟠龙天地为了售卖楼盘打造的地方却别有一番风味河水蜿蜒小桥横卧亭台楼阁柳绿花红人群熙攘车水马龙,7,"河水,小桥,亭台楼阁,柳绿花红,人群熙攘,车水马龙",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
拍摄于除夕蟠龙天地富士xt5cc/nc@摄影薯 ,5,古镇原貌,商业水平不高,童年的梦,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
在水乡的当下遇见往日的江南百年前诗人冯淮迁居蟠龙因寄意雪竹别筑书斋称雪竹轩我们栖身此处俯身拾起砖瓦修葺书房承袭文人风骨许下一林修竹撑起老宅脊梁自此推开任一扇窗都有竹风绕怀四时起兴如此便在上海落成一处新家邀你怀竹待雪一同唤回百年前的风雅平常,10,"水乡,江南,诗人,冯淮,蟠龙,雪竹,书斋,雪竹轩,砖瓦,书房,文人风骨,修竹,老宅,窗,竹风,四时,上海,风雅平常",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
??蟠龙天地五月的周末有水集一整个大开眼界真实的江南百景图还可以偶遇NPC??Olympus EP7可玩性太高啦最近一直在用的是色轮模式这次用的是仿CC配方感觉有个70%相似,8,"水集,真实,江南百景图,NPC,Olympus EP7,可玩性,色轮模式,仿CC配方",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
蟠龙天地每一季都很好看怎么拍都好看在河边清闲的吃个漂亮饭非常惬意吃完饭直接夜景散步真的是泗泾人的后花园不知道吃什么来蟠龙天地就可以了,8,"蟠龙天地,河边,清闲,漂亮饭,惬意,夜景散步,泗泾人的后花园",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
上海的春天真的太治愈了发现了一个宝藏赏春地正逢赏樱的时间这里的樱花还开的很旺盛还有一大片油菜花田除了赏花还有花鸟集市花坞花船等众多春日活动和装饰拍照氛围感十足很适合亲子情侣春日citywalk.???地点青浦区蟠龙天地??交通地铁17号线2/3号口 步行5分钟??自驾导航至蟠鼎路P1-P2停车场.??推荐打卡点?梦呓花船铺满鲜花的小船在河中穿梭很治愈?水岸花坞桥上装扮的巨型樱花很适合当背景拍摄夜景也很好看?花鸟鱼市最近的一场4.4-4.6 11.00-20.00众多鲜花绿植文创零售还有非遗体验太好逛了?樱花径靠近童心乐园一排的樱花很适合拍人像街区巷子里也分散着很多樱花可以和建筑结合拍照??图18游览地图,9,"春天,治愈,宝藏,赏春,樱花,油菜花田,花鸟集市,花坞,花船,亲子,情侣,citywalk,地点,青浦区,蟠龙天地,交通,地铁,自驾,停车场,推荐打卡点,梦呓花船,鲜花,小船,河,水岸花坞,桥,巨型樱花,背景,夜景,花鸟鱼市,鲜花绿植,文创零售,非遗体验,樱花径,童心乐园,人像,建筑",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
五一假期又该把蟠龙天地列入假期打卡目的地啦目前上海蟠龙天地江南风物季已启动首届江南风物季期间蟠龙天地将聚焦江南在地文化以与蟠龙历史渊源颇深的织造为题邀请织造领域创意机构与艺术家共同解构江南织物作为江南水乡的蟠龙旧时以种植棉花为盛是江南闻名的扣布产地镇上布行布市兴盛此次蟠龙天地邀请致力于焕新地方手工艺的叁喜意文化聚焦江南织物中的上海非物质文化遗产盘扣工艺解构江南十二镂花纹样式并结合春日花朵以大型公共艺术装置的形式全新呈现蟠龙天地与艺术家共创长达10米的巨型盘扣龙船活动期间龙船将在蟠龙湾航行邀请消费者登船体验船宴及龙船下午茶蟠龙天地的戏台牌坊石桥街巷等空间也将由盘扣装点在江南织物的细腻演绎里蟠龙天地焕新迎来一周年此外上海纺织博物馆将馆藏展品带到蟠龙天地在诗经演天工织物美学体验快闪空间观众能近距离观赏清代的云肩马面裙等了解中华织物的美学源流江南风物季期间蟠龙天地还为市民和游客提供多样化的文化与消费体验在蟠龙街巷内消费者可体验多场古代江南职业情境互动也可参与天选打工人线上小游戏了解江南风物的背后故事在蟠龙天地原创打造的蟠龙MIAO语民众可体验赛博请福收获福气和礼品在蟠小龙的店收集江南风物季定制印章成为社交平台集章达人亦可在多场手作沙龙亲身体验江南风物制作过程此外沪剧非遗传承人茅善玉青年国风音乐文化社群氧音映社等将带来多场演出让蟠龙的微度假之旅更有声色同时活动期间正值上海五五购物节蟠龙天地也推出众多互动演出和福利蟠龙天地的原创IP市集蟠龙水集全面升级五一假期邀请100+名摊主参与既有与织物相关的东方美学体验亦有户外自然趣味的后备箱市集ps:蟠龙天地目前已入驻160余家品牌其中各级首店占比达75%全国及上海首店达20%.自2023年4月29日开业以来蟠龙天地持续挖掘在地内容共举办420余场活动和演出近百场社群社区活动打造差异化场景以联结消费者吸引共计2500万客流成为沪上市民城市微度假首选目的地之一(来源绿色青浦),1,"蟠龙天地,江南风物季,蟠龙历史,织造,江南织物,非物质文化遗产,盘扣工艺,蟠龙湾,戏台,牌坊,石桥,街巷,上海纺织博物馆,诗经演天工,织物美学,文化与消费体验,古代江南职业情境互动,天选打工人,蟠龙MIAO语,赛博请福,江南风物季定制印章,手作沙龙,沪剧非遗传承人,氧音映社,五五购物节,蟠龙水集,东方美学体验,后备箱市集,原创IP市集,在地内容,社群社区活动,城市微度假",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
